"cod_elettorale","cod_istat","cod_catastale","desc_comune","cod_comune","desc_provincia","cod_provincia","desc_regione","cod_regione","ele_f","ele_m","ele_t","vot_f","vot_m","vot_t","perc","perc_r","data","ora","comunicazione"
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,0,0,10150,32.13,29.37,"2025-05-25","19:00",2
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,0,0,12580,39.83,48.28,"2025-05-25","23:00",3
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,8306,7171,15477,49,55.79,"2025-05-26","15:00",4
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,0,0,3885,11.72,11.85,"2025-05-25","12:00",1
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,0,0,10259,30.94,33.77,"2025-05-25","19:00",2
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,0,0,12841,38.73,39.8,"2025-05-25","23:00",3
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,8064,7555,15619,47.11,49.92,"2025-05-26","15:00",4
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,0,0,36,32.73,21.1,"2025-05-25","12:00",1
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,0,0,59,53.64,49.54,"2025-05-25","19:00",2
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,0,0,68,61.82,64.22,"2025-05-25","23:00",3
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,41,37,78,70.91,64.22,"2025-05-26","15:00",4
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,0,0,1078,12.6,16.92,"2025-05-25","12:00",1
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,0,0,2831,33.08,29.61,"2025-05-25","19:00",2
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,0,0,3407,39.82,49.84,"2025-05-25","23:00",3
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,2146,1961,4107,48,55.15,"2025-05-26","15:00",4
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,0,0,1432,11.91,11.34,"2025-05-25","12:00",1
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,0,0,3764,31.31,32.14,"2025-05-25","19:00",2
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,0,0,4576,38.06,38.13,"2025-05-25","23:00",3
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,2952,2682,5634,46.86,47.46,"2025-05-26","15:00",4
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,0,0,3888,12.47,16.39,"2025-05-25","12:00",1
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,0,0,10113,32.44,39.59,"2025-05-25","19:00",2
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,0,0,12604,40.43,49.83,"2025-05-25","23:00",3
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,8190,7409,15599,50.04,62.5,"2025-05-26","15:00",4
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,0,0,4185,13.05,19.9,"2025-05-25","12:00",1
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,0,0,9974,31.1,32.56,"2025-05-25","19:00",2
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,0,0,13288,41.44,50.96,"2025-05-25","23:00",3
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,8516,8288,16804,52.4,60.57,"2025-05-26","15:00",4
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,0,0,2133,14.17,15.18,"2025-05-25","12:00",1
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,0,0,5194,34.5,37.51,"2025-05-25","19:00",2
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,0,0,6655,44.2,53.15,"2025-05-25","23:00",3
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,4098,4190,8288,55.05,53.15,"2025-05-26","15:00",4
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,0,0,644,12.23,12.51,"2025-05-25","12:00",1
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,0,0,1932,36.7,33.98,"2025-05-25","19:00",2
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,0,0,2389,45.38,44.25,"2025-05-25","23:00",3
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,1490,1530,3020,57.36,56.4,"2025-05-26","15:00",4
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,0,0,21,25.3,18.57,"2025-05-25","12:00",1
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,0,0,42,50.6,55.71,"2025-05-25","19:00",2
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,0,0,55,66.27,67.14,"2025-05-25","23:00",3
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,37,26,63,75.9,84.29,"2025-05-26","15:00",4
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,0,0,284,18.45,16.81,"2025-05-25","12:00",1
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,0,0,552,35.87,40.38,"2025-05-25","19:00",2
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,0,0,708,46,51.67,"2025-05-25","23:00",3
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,437,431,868,56.4,64.7,"2025-05-26","15:00",4
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,0,0,258,21.06,26.04,"2025-05-25","12:00",1
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,0,0,500,40.82,57.44,"2025-05-25","19:00",2
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,0,0,624,50.94,68.84,"2025-05-25","23:00",3
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,362,356,718,58.61,68.84,"2025-05-26","15:00",4
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,0,0,294,15.59,27.46,"2025-05-25","12:00",1
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,0,0,786,41.68,66.36,"2025-05-25","19:00",2
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,0,0,1017,53.92,80.19,"2025-05-25","23:00",3
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,661,637,1298,68.82,80.19,"2025-05-26","15:00",4
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,0,0,162,19.35,19.13,"2025-05-25","12:00",1
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,0,0,256,30.59,32.93,"2025-05-25","19:00",2
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,0,0,321,38.35,47.94,"2025-05-25","23:00",3
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,241,195,436,52.09,55.06,"2025-05-26","15:00",4
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,0,0,477,16.26,25.18,"2025-05-25","12:00",1
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,0,0,1079,36.78,58.91,"2025-05-25","19:00",2
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,0,0,1323,45.09,72.06,"2025-05-25","23:00",3
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,854,810,1664,56.71,72.06,"2025-05-26","15:00",4
10810600,"001061","B953","Cascinette D'ivrea","0600","Torino","081","Piemonte","01",669,601,1270,0,0,209,16.46,19.98,"2025-05-25","12:00",1
10810600,"001061","B953","Cascinette D'ivrea","0600","Torino","081","Piemonte","01",669,601,1270,0,0,476,37.48,44.75,"2025-05-25","19:00",2
10810600,"001061","B953","Cascinette D'ivrea","0600","Torino","081","Piemonte","01",669,601,1270,0,0,591,46.54,55.48,"2025-05-25","23:00",3
10810600,"001061","B953","Cascinette D'ivrea","0600","Torino","081","Piemonte","01",669,601,1270,381,326,707,55.67,69.98,"2025-05-26","15:00",4
10811720,"001176","G202","Ozegna","1720","Torino","081","Piemonte","01",510,492,1002,0,0,240,23.95,17.08,"2025-05-25","12:00",1
10811720,"001176","G202","Ozegna","1720","Torino","081","Piemonte","01",510,492,1002,0,0,496,49.5,41.81,"2025-05-25","19:00",2
10811720,"001176","G202","Ozegna","1720","Torino","081","Piemonte","01",510,492,1002,0,0,602,60.08,49.46,"2025-05-25","23:00",3
10811720,"001176","G202","Ozegna","1720","Torino","081","Piemonte","01",510,492,1002,390,371,761,75.95,66.44,"2025-05-26","15:00",4
10881301,"002035","B952","San Giacomo Vercellese","1301","Vercelli","088","Piemonte","01",132,116,248,0,0,55,22.18,17.62,"2025-05-25","12:00",1
10881301,"002035","B952","San Giacomo Vercellese","1301","Vercelli","088","Piemonte","01",132,116,248,0,0,118,47.58,29.52,"2025-05-25","19:00",2
10881301,"002035","B952","San Giacomo Vercellese","1301","Vercelli","088","Piemonte","01",132,116,248,0,0,133,53.63,55.95,"2025-05-25","23:00",3
10881301,"002035","B952","San Giacomo Vercellese","1301","Vercelli","088","Piemonte","01",132,116,248,80,73,153,61.69,59.91,"2025-05-26","15:00",4
160090450,"072046","L425","Triggiano","0450","Bari","009","Puglia","16",12830,12004,24834,0,0,3847,15.49,14.82,"2025-05-25","12:00",1
160090450,"072046","L425","Triggiano","0450","Bari","009","Puglia","16",12830,12004,24834,0,0,8356,33.65,33.21,"2025-05-25","19:00",2
160090450,"072046","L425","Triggiano","0450","Bari","009","Puglia","16",12830,12004,24834,0,0,11028,44.41,45.77,"2025-05-25","23:00",3
160090450,"072046","L425","Triggiano","0450","Bari","009","Puglia","16",12830,12004,24834,7296,6903,14199,57.18,60.91,"2025-05-26","15:00",4
161060070,"110007","H839","San Ferdinando Di Puglia","0070","Barletta-Andria-Trani","106","Puglia","16",5703,5642,11345,0,0,1762,15.53,21.42,"2025-05-25","12:00",1
161060070,"110007","H839","San Ferdinando Di Puglia","0070","Barletta-Andria-Trani","106","Puglia","16",5703,5642,11345,0,0,4677,41.23,42.71,"2025-05-25","19:00",2
161060070,"110007","H839","San Ferdinando Di Puglia","0070","Barletta-Andria-Trani","106","Puglia","16",5703,5642,11345,0,0,6554,57.77,69.15,"2025-05-25","23:00",3
161060070,"110007","H839","San Ferdinando Di Puglia","0070","Barletta-Andria-Trani","106","Puglia","16",5703,5642,11345,4193,4175,8368,73.76,69.15,"2025-05-26","15:00",4
160310091,"071010","B724","Carapelle","0091","Foggia","031","Puglia","16",2424,2268,4692,0,0,856,18.24,18.6,"2025-05-25","12:00",1
160310091,"071010","B724","Carapelle","0091","Foggia","031","Puglia","16",2424,2268,4692,0,0,1959,41.75,43.27,"2025-05-25","19:00",2
160310091,"071010","B724","Carapelle","0091","Foggia","031","Puglia","16",2424,2268,4692,0,0,2758,58.78,56.48,"2025-05-25","23:00",3
160310091,"071010","B724","Carapelle","0091","Foggia","031","Puglia","16",2424,2268,4692,1846,1761,3607,76.88,74.13,"2025-05-26","15:00",4
160310140,"071015","C198","Castelluccio Dei Sauri","0140","Foggia","031","Puglia","16",876,923,1799,0,0,310,17.23,27.07,"2025-05-25","12:00",1
160310140,"071015","C198","Castelluccio Dei Sauri","0140","Foggia","031","Puglia","16",876,923,1799,0,0,718,39.91,54.76,"2025-05-25","19:00",2
160310140,"071015","C198","Castelluccio Dei Sauri","0140","Foggia","031","Puglia","16",876,923,1799,0,0,1030,57.25,72.03,"2025-05-25","23:00",3
160310140,"071015","C198","Castelluccio Dei Sauri","0140","Foggia","031","Puglia","16",876,923,1799,621,640,1261,70.09,72.03,"2025-05-26","15:00",4
160310260,"071027","E549","Lesina","0260","Foggia","031","Puglia","16",2893,2839,5732,0,0,941,16.42,15.82,"2025-05-25","12:00",1
160310260,"071027","E549","Lesina","0260","Foggia","031","Puglia","16",2893,2839,5732,0,0,2240,39.08,37.64,"2025-05-25","19:00",2
160310260,"071027","E549","Lesina","0260","Foggia","031","Puglia","16",2893,2839,5732,0,0,2964,51.71,48.33,"2025-05-25","23:00",3
160310260,"071027","E549","Lesina","0260","Foggia","031","Puglia","16",2893,2839,5732,1945,1860,3805,66.38,65.83,"2025-05-26","15:00",4
160310340,"071036","G131","Orta Nova","0340","Foggia","031","Puglia","16",6886,6616,13502,0,0,1934,14.32,20.89,"2025-05-25","12:00",1
160310340,"071036","G131","Orta Nova","0340","Foggia","031","Puglia","16",6886,6616,13502,0,0,4648,34.42,54.25,"2025-05-25","19:00",2
160310340,"071036","G131","Orta Nova","0340","Foggia","031","Puglia","16",6886,6616,13502,0,0,6775,50.18,72.49,"2025-05-25","23:00",3
160310340,"071036","G131","Orta Nova","0340","Foggia","031","Puglia","16",6886,6616,13502,4461,4471,8932,66.15,72.49,"2025-05-26","15:00",4
160410230,"075024","D044","Corsano","0230","Lecce","041","Puglia","16",2438,2454,4892,0,0,671,13.72,22.01,"2025-05-25","12:00",1
160410230,"075024","D044","Corsano","0230","Lecce","041","Puglia","16",2438,2454,4892,0,0,2138,43.7,34.45,"2025-05-25","19:00",2
160410230,"075024","D044","Corsano","0230","Lecce","041","Puglia","16",2438,2454,4892,0,0,2832,57.89,54.47,"2025-05-25","23:00",3
160410230,"075024","D044","Corsano","0230","Lecce","041","Puglia","16",2438,2454,4892,1765,1681,3446,70.44,70.22,"2025-05-26","15:00",4
160410840,"075085","L074","Taviano","0840","Lecce","041","Puglia","16",5443,5013,10456,0,0,1875,17.93,14.55,"2025-05-25","12:00",1
160410840,"075085","L074","Taviano","0840","Lecce","041","Puglia","16",5443,5013,10456,0,0,4520,43.23,37.78,"2025-05-25","19:00",2
160410840,"075085","L074","Taviano","0840","Lecce","041","Puglia","16",5443,5013,10456,0,0,5888,56.31,50.88,"2025-05-25","23:00",3
160410840,"075085","L074","Taviano","0840","Lecce","041","Puglia","16",5443,5013,10456,3751,3466,7217,69.02,67.01,"2025-05-26","15:00",4
160780150,"073015","F027","Massafra","0150","Taranto","078","Puglia","16",13798,12944,26742,0,0,4470,16.72,14.9,"2025-05-25","12:00",1
160780150,"073015","F027","Massafra","0150","Taranto","078","Puglia","16",13798,12944,26742,0,0,11049,41.32,38.53,"2025-05-25","19:00",2
160780150,"073015","F027","Massafra","0150","Taranto","078","Puglia","16",13798,12944,26742,0,0,14986,56.04,52.7,"2025-05-25","23:00",3
160780150,"073015","F027","Massafra","0150","Taranto","078","Puglia","16",13798,12944,26742,9482,9286,18768,70.18,70.02,"2025-05-26","15:00",4
160780270,"073027","L049","Taranto","0270","Taranto","078","Puglia","16",84731,76153,160884,0,0,22254,13.83,16.24,"2025-05-25","12:00",1
160780270,"073027","L049","Taranto","0270","Taranto","078","Puglia","16",84731,76153,160884,0,0,51887,32.25,34.63,"2025-05-25","19:00",2
160780270,"073027","L049","Taranto","0270","Taranto","078","Puglia","16",84731,76153,160884,0,0,68483,42.57,52.21,"2025-05-25","23:00",3
160780270,"073027","L049","Taranto","0270","Taranto","078","Puglia","16",84731,76153,160884,46722,44334,91056,56.6,52.21,"2025-05-26","15:00",4
100580010,"054001","A475","Assisi","0010","Perugia","058","Umbria","10",11953,11268,23221,0,0,3097,13.34,13.14,"2025-05-25","12:00",1
100580010,"054001","A475","Assisi","0010","Perugia","058","Umbria","10",11953,11268,23221,0,0,8373,36.06,36.66,"2025-05-25","19:00",2
100580010,"054001","A475","Assisi","0010","Perugia","058","Umbria","10",11953,11268,23221,0,0,11424,49.2,48.53,"2025-05-25","23:00",3
100580010,"054001","A475","Assisi","0010","Perugia","058","Umbria","10",11953,11268,23221,7637,7307,14944,64.36,65.67,"2025-05-26","15:00",4
100580320,"054032","F629","Monte Santa Maria Tiberina","0320","Perugia","058","Umbria","10",454,487,941,0,0,141,14.98,14.77,"2025-05-25","12:00",1
100580320,"054032","F629","Monte Santa Maria Tiberina","0320","Perugia","058","Umbria","10",454,487,941,0,0,394,41.87,49.03,"2025-05-25","19:00",2
100580320,"054032","F629","Monte Santa Maria Tiberina","0320","Perugia","058","Umbria","10",454,487,941,0,0,519,55.15,60.51,"2025-05-25","23:00",3
100580320,"054032","F629","Monte Santa Maria Tiberina","0320","Perugia","058","Umbria","10",454,487,941,290,339,629,66.84,69.64,"2025-05-26","15:00",4
100800040,"055004","A262","Amelia","0040","Terni","080","Umbria","10",4933,4869,9802,0,0,1374,14.02,13.88,"2025-05-25","12:00",1
100800040,"055004","A262","Amelia","0040","Terni","080","Umbria","10",4933,4869,9802,0,0,3827,39.04,40.46,"2025-05-25","19:00",2
100800040,"055004","A262","Amelia","0040","Terni","080","Umbria","10",4933,4869,9802,0,0,5014,51.15,52.09,"2025-05-25","23:00",3
100800040,"055004","A262","Amelia","0040","Terni","080","Umbria","10",4933,4869,9802,3160,3107,6267,63.94,66.91,"2025-05-26","15:00",4
50100460,"025046","I063","San Nicolo' Di Comelico","0460","Belluno","010","Veneto","05",149,157,306,0,0,75,24.51,15.77,"2025-05-25","12:00",1
50100460,"025046","I063","San Nicolo' Di Comelico","0460","Belluno","010","Veneto","05",149,157,306,0,0,162,52.94,30.6,"2025-05-25","19:00",2
50100460,"025046","I063","San Nicolo' Di Comelico","0460","Belluno","010","Veneto","05",149,157,306,0,0,186,60.78,51.74,"2025-05-25","23:00",3
50100460,"025046","I063","San Nicolo' Di Comelico","0460","Belluno","010","Veneto","05",149,157,306,109,112,221,72.22,58.68,"2025-05-26","15:00",4
50100560,"025056","I866","Sospirolo","0560","Belluno","010","Veneto","05",1297,1246,2543,0,0,440,17.3,16.82,"2025-05-25","12:00",1
50100560,"025056","I866","Sospirolo","0560","Belluno","010","Veneto","05",1297,1246,2543,0,0,1083,42.59,42.64,"2025-05-25","19:00",2
50100560,"025056","I866","Sospirolo","0560","Belluno","010","Veneto","05",1297,1246,2543,0,0,1257,49.43,48.2,"2025-05-25","23:00",3
50100560,"025056","I866","Sospirolo","0560","Belluno","010","Veneto","05",1297,1246,2543,740,696,1436,56.47,56.81,"2025-05-26","15:00",4
50540590,"028059","G167","Ospedaletto Euganeo","0590","Padova","054","Veneto","05",2424,2394,4818,0,0,779,16.17,15.7,"2025-05-25","12:00",1
50540590,"028059","G167","Ospedaletto Euganeo","0590","Padova","054","Veneto","05",2424,2394,4818,0,0,1976,41.01,40.72,"2025-05-25","19:00",2
50540590,"028059","G167","Ospedaletto Euganeo","0590","Padova","054","Veneto","05",2424,2394,4818,0,0,2577,53.49,50.68,"2025-05-25","23:00",3
50540590,"028059","G167","Ospedaletto Euganeo","0590","Padova","054","Veneto","05",2424,2394,4818,1528,1546,3074,63.8,63.1,"2025-05-26","15:00",4
50710391,"029052","G926","Porto Viro","0391","Rovigo","071","Veneto","05",6328,6118,12446,0,0,2052,16.49,22.1,"2025-05-25","12:00",1
50710391,"029052","G926","Porto Viro","0391","Rovigo","071","Veneto","05",6328,6118,12446,0,0,4727,37.98,43.27,"2025-05-25","19:00",2
50710391,"029052","G926","Porto Viro","0391","Rovigo","071","Veneto","05",6328,6118,12446,0,0,5730,46.04,60.04,"2025-05-25","23:00",3
50710391,"029052","G926","Porto Viro","0391","Rovigo","071","Veneto","05",6328,6118,12446,3553,3410,6963,55.95,60.04,"2025-05-26","15:00",4
50840040,"026004","B061","Borso Del Grappa","0040","Treviso","084","Veneto","05",2679,2728,5407,0,0,692,12.8,15.88,"2025-05-25","12:00",1
50840040,"026004","B061","Borso Del Grappa","0040","Treviso","084","Veneto","05",2679,2728,5407,0,0,1648,30.48,34.76,"2025-05-25","19:00",2
50840040,"026004","B061","Borso Del Grappa","0040","Treviso","084","Veneto","05",2679,2728,5407,0,0,2104,38.91,51.22,"2025-05-25","23:00",3
50840040,"026004","B061","Borso Del Grappa","0040","Treviso","084","Veneto","05",2679,2728,5407,1316,1305,2621,48.47,51.22,"2025-05-26","15:00",4
50870130,"027013","D415","Eraclea","0130","Venezia","087","Veneto","05",5279,5206,10485,0,0,1494,14.25,17.57,"2025-05-25","12:00",1
50870130,"027013","D415","Eraclea","0130","Venezia","087","Veneto","05",5279,5206,10485,0,0,3818,36.41,41.89,"2025-05-25","19:00",2
50870130,"027013","D415","Eraclea","0130","Venezia","087","Veneto","05",5279,5206,10485,0,0,4611,43.98,53.24,"2025-05-25","23:00",3
50870130,"027013","D415","Eraclea","0130","Venezia","087","Veneto","05",5279,5206,10485,2752,2769,5521,52.66,67.62,"2025-05-26","15:00",4
50870350,"027035","I242","Santa Maria Di Sala","0350","Venezia","087","Veneto","05",7483,7461,14944,0,0,1989,13.31,15.61,"2025-05-25","12:00",1
50870350,"027035","I242","Santa Maria Di Sala","0350","Venezia","087","Veneto","05",7483,7461,14944,0,0,5142,34.41,35.88,"2025-05-25","19:00",2
50870350,"027035","I242","Santa Maria Di Sala","0350","Venezia","087","Veneto","05",7483,7461,14944,0,0,6622,44.31,50.61,"2025-05-25","23:00",3
50870350,"027035","I242","Santa Maria Di Sala","0350","Venezia","087","Veneto","05",7483,7461,14944,4004,4001,8005,53.57,50.61,"2025-05-26","15:00",4
50890080,"023008","A837","Bevilacqua","0080","Verona","089","Veneto","05",725,777,1502,0,0,216,14.38,15.33,"2025-05-25","12:00",1
50890080,"023008","A837","Bevilacqua","0080","Verona","089","Veneto","05",725,777,1502,0,0,529,35.22,40.44,"2025-05-25","19:00",2
50890080,"023008","A837","Bevilacqua","0080","Verona","089","Veneto","05",725,777,1502,0,0,665,44.27,50.14,"2025-05-25","23:00",3
50890080,"023008","A837","Bevilacqua","0080","Verona","089","Veneto","05",725,777,1502,415,422,837,55.73,60.9,"2025-05-26","15:00",4
50890200,"023020","C041","Castagnaro","0200","Verona","089","Veneto","05",1609,1541,3150,0,0,487,15.46,13.66,"2025-05-25","12:00",1
50890200,"023020","C041","Castagnaro","0200","Verona","089","Veneto","05",1609,1541,3150,0,0,1191,37.81,37.06,"2025-05-25","19:00",2
50890200,"023020","C041","Castagnaro","0200","Verona","089","Veneto","05",1609,1541,3150,0,0,1491,47.33,45.95,"2025-05-25","23:00",3
50890200,"023020","C041","Castagnaro","0200","Verona","089","Veneto","05",1609,1541,3150,931,935,1866,59.24,61.09,"2025-05-26","15:00",4
